unit_name1	unit_name2	unit_ind3	unit_name3	taxon_author	rank_name	usage	parent_name	unacceptability_reason	accepted_name	page_number
Acoela				Uljanin, 1870	Order	valid
Convoluta	viridis			Pereyaslawzewa, 1892	Species	invalid	Symsagittifera schultzei (Schmidt, 1852)		Symsagittifera schultzei
Monotus	schultzii			(Schmidt, 1852)	Species	invalid	Symsagittifera schultzei (Schmidt, 1852)		Symsagittifera schultzei
Symsagittifera	smaragdina			Achatz, Gschwentner, & Rieger, 2005	Species	valid	Symsagittifera Kostenko & Mamkaev, 1990
Solenofilomorphidae				Dörjes, 1968	Family	valid	Acoela Uljanin, 1870
Endocincta				Crezee, 1975	Genus	valid	Solenofilomorphidae Dörjes, 1968
Endocincta	punctata			Crezee, 1975	Species	valid	Endocincta Crezee, 1975
Fusantrum				Crezee, 1975	Genus	valid	Solenofilomorphidae Dörjes, 1968
Fusantrum	rhammiphorum			Crezee, 1975	Species	valid	Fusantrum Crezee, 1975
Myopea				Crezee, 1975	Genus	valid	Solenofilomorphidae Dörjes, 1968
Myopea	crassula			Crezee, 1975	Species	valid	Myopea Crezee, 1975
Myopea	latafaucium			Crezee, 1975	Species	valid	Myopea Crezee, 1975
Myopea	sp.			Hooge, Haye, Tyler, Litvaitis & Kornfield, 2002	Species	valid	Myopea Crezee, 1975
Oligofilomorpha				Dörjes, 1971	Genus	valid	Solenofilomorphidae Dörjes, 1968
Oligofilomorpha	interstitiophilum			Faubel, 1974	Species	valid	Oligofilomorpha Dörjes, 1971
Oligofilomorpha	karlingi			Dörjes, 1971	Species	valid	Oligofilomorpha Dörjes, 1971
Oligofilomorpha	sp.			Crezee, 1975	Species	valid	Oligofilomorpha Dörjes, 1971
Solenofilomorpha				Dörjes, 1968	Genus	valid	Solenofilomorphidae Dörjes, 1968
Solenofilomorpha	funilis			Crezee, 1975	Species	valid	Solenofilomorpha Dörjes, 1968
Solenofilomorpha	guaymensis			Crezee, 1975	Species	valid	Solenofilomorpha Dörjes, 1968
Solenofilomorpha	longissima			Dörjes, 1968	Species	valid	Solenofilomorpha Dörjes, 1968
Taurididae				Kostenko, 1989	Family	valid	Acoela Uljanin, 1870
Taurida				Kostenko, 1989	Genus	valid	Taurididae Kostenko, 1989
Taurida	fulvomaculata			(Ax, 1959)	Species	valid	Taurida Kostenko, 1989
Convoluta	fulvomaculata			Ax, 1959	Species	invalid	Taurida fulvomaculata (Ax, 1959)		Taurida fulvomaculata
Nemertodermatida				Karling, 1940	Order	valid
Ascopariidae				Sterrer, 1998	Family	valid	Nemertodermatida Karling, 1940
Ascoparia				Sterrer, 1998	Genus	valid	Ascopariidae Sterrer, 1998
Ascoparia	neglecta			Sterrer, 1998	Species	valid	Ascoparia Sterrer, 1998
Ascoparia	secunda			Sterrer, 1998	Species	valid	Ascoparia Sterrer, 1998
Ascoparia	sp.			Sterrer, 1998	Species	valid	Ascoparia Sterrer, 1998
Flagellophora				Faubel & Dörjes, 1978	Genus	valid	Ascopariidae Sterrer, 1998
Flagellophora	apelti			Faubel & Dörjes, 1978	Species	valid	Flagellophora Faubel & Dörjes, 1978
Flagellophora	sp.			Smith & Tyler, 1985	Species	invalid	Flagellophora apelti Faubel & Dörjes, 1978	nomen nudum	Flagellophora apelti
Nemertodermatidae				Steinböck, 1930	Family	valid	Nemertodermatida Karling, 1940
Meara				Westblad, 1949	Genus	valid	Nemertodermatidae Steinböck, 1930
Meara	sp.			Smith, Tyler, Boatwright & Lundin, 1994	Species	valid	Meara Westblad, 1949
Meara	stichopi			Westblad, 1949	Species	valid	Meara Westblad, 1949
Nemertinoides				Riser, 1987	Genus	valid	Nemertodermatidae Steinböck, 1930
Nemertinoides	elongatus			Riser, 1987	Species	valid	Nemertinoides Riser, 1987
Nemertinoides	sp.			Smith & Tyler, 1985	Species	invalid	Nemertinoides elongatus Riser, 1987	junior synonym	Nemertinoides elongatus
Nemertoderma				Steinböck, 1930	Genus	valid	Nemertodermatidae Steinböck, 1930
Nemertoderma	bathycola			Steinböck, 1930	Species	valid	Nemertoderma Steinböck, 1930
Nemertoderma	sp.			Westblad, 1937	Species	valid	Nemertoderma Steinböck, 1930
Nemertoderma	sp. C			Tyler & Rieger, 1977	Species	valid	Nemertoderma Steinböck, 1930
Nemertoderma	westbladi			(Westblad, 1937)	Species	valid	Nemertoderma Steinböck, 1930
Sterreria				Lundin, 2000	Genus	valid	Nemertodermatidae Steinböck, 1930
Sterreria	psammicola			(Sterrer, 1970)	Species	valid	Sterreria Lundin, 2000
Nemertoderma	psammicola			Sterrer, 1970	Species	invalid	Sterreria psammicola (Sterrer, 1970)		Sterreria psammicola
Nemertoderma	rubra			Faubel, 1976	Species	invalid	Sterreria psammicola (Sterrer, 1970)	junior synonym	Sterreria psammicola
