taxonID	scientificName	parentNameUsageID	kingdom	phylum	class	order	family	genus	taxonRank	furtherInformationURL	taxonomicStatus	taxonRemarks	namePublishedIn	referenceID	acceptedNameUsageID	rights	rightsHolder	datasetName
urn:lsid:marinespecies.org:taxname:20311	"Arhythmorhynchus LÌ_he, 1911"	urn:lsid:marinespecies.org:taxname:20307	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Polymorphidae	Arhythmorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20311	accepted			WoRMS:citation:20311	urn:lsid:marinespecies.org:taxname:20311			
urn:lsid:marinespecies.org:taxname:20315	"Echinorhynchus Zoega in MÌ_ller, 1776"	urn:lsid:marinespecies.org:taxname:20295	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Echinorhynchidae	Echinorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20315	accepted			WoRMS:citation:20315	urn:lsid:marinespecies.org:taxname:20315			
urn:lsid:marinespecies.org:taxname:20317	"Heteracanthocephalidae Petrochenko, 1956"	urn:lsid:marinespecies.org:taxname:20286	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Heteracanthocephalidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20317	accepted			WoRMS:citation:20317	urn:lsid:marinespecies.org:taxname:20317			
urn:lsid:marinespecies.org:taxname:20318	"Aspersentinae Golvan, 1960"	urn:lsid:marinespecies.org:taxname:20317	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Heteracanthocephalidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20318	accepted			WoRMS:citation:20318	urn:lsid:marinespecies.org:taxname:20318			
urn:lsid:marinespecies.org:taxname:20319	"Aspersentis Van Cleave, 1929"	urn:lsid:marinespecies.org:taxname:20318	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Heteracanthocephalidae	Aspersentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20319	accepted			WoRMS:citation:20319	urn:lsid:marinespecies.org:taxname:20319			
urn:lsid:marinespecies.org:taxname:20321	"Bolbosoma Porta, 1908"	urn:lsid:marinespecies.org:taxname:20307	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Polymorphidae	Bolbosoma	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20321	accepted			WoRMS:citation:20321	urn:lsid:marinespecies.org:taxname:20321			
urn:lsid:marinespecies.org:taxname:20325	"Paracanthocephaloidinae Golvan, 1969"	urn:lsid:marinespecies.org:taxname:20287	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Arhythmacanthidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20325	accepted			WoRMS:citation:20325	urn:lsid:marinespecies.org:taxname:20325			
urn:lsid:marinespecies.org:taxname:20326	"Breizacanthus Golvan, 1969"	urn:lsid:marinespecies.org:taxname:20325	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Arhythmacanthidae	Breizacanthus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20326	accepted			WoRMS:citation:20326	urn:lsid:marinespecies.org:taxname:20326			
urn:lsid:marinespecies.org:taxname:20331	"Corynosoma LÌ_he, 1904"	urn:lsid:marinespecies.org:taxname:20307	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Polymorphidae	Corynosoma	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20331	accepted			WoRMS:citation:20331	urn:lsid:marinespecies.org:taxname:20331			
urn:lsid:marinespecies.org:taxname:20343	"Euzetacanthus Golvan & Houin, 1964"	urn:lsid:marinespecies.org:taxname:20325	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Arhythmacanthidae	Euzetacanthus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20343	accepted			WoRMS:citation:20343	urn:lsid:marinespecies.org:taxname:20343			
urn:lsid:marinespecies.org:taxname:20345	"Neoechinorhynchida Ward, 1917"	urn:lsid:marinespecies.org:taxname:20300	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20345	accepted			WoRMS:citation:20345	urn:lsid:marinespecies.org:taxname:20345			
urn:lsid:marinespecies.org:taxname:20347	"Neoechinorhynchidae Ward, 1917"	urn:lsid:marinespecies.org:taxname:20345	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20347	accepted			WoRMS:citation:20347	urn:lsid:marinespecies.org:taxname:20347			
urn:lsid:marinespecies.org:taxname:20348	"Atactorhynchinae Petrochenko, 1956"	urn:lsid:marinespecies.org:taxname:20347	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20348	accepted			WoRMS:citation:20348	urn:lsid:marinespecies.org:taxname:20348			
urn:lsid:marinespecies.org:taxname:20349	"Floridosentis Ward, 1953"	urn:lsid:marinespecies.org:taxname:20348	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae	Floridosentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20349	accepted			WoRMS:citation:20349	urn:lsid:marinespecies.org:taxname:20349			
urn:lsid:marinespecies.org:taxname:20351	"Rhadinorhynchidae Travassos, 1923"	urn:lsid:marinespecies.org:taxname:20286	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20351	accepted			WoRMS:citation:20351	urn:lsid:marinespecies.org:taxname:20351			
urn:lsid:marinespecies.org:taxname:20352	"Golvanacanthinae Paggi & Orecchia, 1972"	urn:lsid:marinespecies.org:taxname:20351	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20352	accepted			WoRMS:citation:20352	urn:lsid:marinespecies.org:taxname:20352			
urn:lsid:marinespecies.org:taxname:20353	"Golvanacanthus Paggi & Orecchia, 1972"	urn:lsid:marinespecies.org:taxname:20352	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Golvanacanthus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20353	accepted			WoRMS:citation:20353	urn:lsid:marinespecies.org:taxname:20353			
urn:lsid:marinespecies.org:taxname:20357	"Gorgorhynchinae Van Cleve & Lincicome, 1940"	urn:lsid:marinespecies.org:taxname:20351	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20357	accepted			WoRMS:citation:20357	urn:lsid:marinespecies.org:taxname:20357			
urn:lsid:marinespecies.org:taxname:20358	"Gorgorhynchus Chandler, 1934"	urn:lsid:marinespecies.org:taxname:20357	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Gorgorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20358	accepted			WoRMS:citation:20358	urn:lsid:marinespecies.org:taxname:20358			
urn:lsid:marinespecies.org:taxname:20360	"Illiosentidae Golvan, 1960"	urn:lsid:marinespecies.org:taxname:20286	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Illiosentidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20360	accepted			WoRMS:citation:20360	urn:lsid:marinespecies.org:taxname:20360			
urn:lsid:marinespecies.org:taxname:20361	"Illiosentis Van Cleave & Lincicome, 1939"	urn:lsid:marinespecies.org:taxname:20360	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Illiosentidae	Illiosentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20361	accepted			WoRMS:citation:20361	urn:lsid:marinespecies.org:taxname:20361			
urn:lsid:marinespecies.org:taxname:20363	"Leptorhynchoides Kostylev, 1924"	urn:lsid:marinespecies.org:taxname:20357	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Leptorhynchoides	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20363	accepted			WoRMS:citation:20363	urn:lsid:marinespecies.org:taxname:20363			
urn:lsid:marinespecies.org:taxname:20365	"Metechinorhynchus Petrochenko, 1956"	urn:lsid:marinespecies.org:taxname:20295	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Echinorhynchidae	Metechinorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20365	synonym			WoRMS:citation:20365	urn:lsid:marinespecies.org:taxname:20315			
urn:lsid:marinespecies.org:taxname:20368	"Neoechinorhynchinae Travassos, 1926"	urn:lsid:marinespecies.org:taxname:20347	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20368	accepted			WoRMS:citation:20368	urn:lsid:marinespecies.org:taxname:20368			
urn:lsid:marinespecies.org:taxname:20369	"Neoechinorhynchus Stiles & Hassall, 1905"	urn:lsid:marinespecies.org:taxname:20368	Animalia	Acanthocephala	Eoacanthocephala	Neoechinorhynchida	Neoechinorhynchidae	Neoechinorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20369	accepted			WoRMS:citation:20369	urn:lsid:marinespecies.org:taxname:20369			
urn:lsid:marinespecies.org:taxname:20373	"Cavisomidae Meyer, 1932"	urn:lsid:marinespecies.org:taxname:20286	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Cavisomidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20373	accepted			WoRMS:citation:20373	urn:lsid:marinespecies.org:taxname:20373			
urn:lsid:marinespecies.org:taxname:20374	"Neorhadinorhynchus Yamaguti, 1939"	urn:lsid:marinespecies.org:taxname:20373	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Cavisomidae	Neorhadinorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20374	synonym			WoRMS:citation:20374	urn:lsid:marinespecies.org:taxname:448567			
urn:lsid:marinespecies.org:taxname:20377	"Paracanthocephaloides Golvan, 1969"	urn:lsid:marinespecies.org:taxname:20325	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Arhythmacanthidae	Paracanthocephaloides	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20377	accepted			WoRMS:citation:20377	urn:lsid:marinespecies.org:taxname:20377			
urn:lsid:marinespecies.org:taxname:20380	"Plagiorhynchidae Golvan, 1960"	urn:lsid:marinespecies.org:taxname:20306	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Plagiorhynchidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20380	accepted			WoRMS:citation:20380	urn:lsid:marinespecies.org:taxname:20380			
urn:lsid:marinespecies.org:taxname:20381	"Plagiorhynchinae Meyer, 1931"	urn:lsid:marinespecies.org:taxname:20380	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Plagiorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20381	accepted			WoRMS:citation:20381	urn:lsid:marinespecies.org:taxname:20381			
urn:lsid:marinespecies.org:taxname:20382	"Plagiorhynchus LÌ_he, 1911"	urn:lsid:marinespecies.org:taxname:20381	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Plagiorhynchidae	Plagiorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20382	accepted			WoRMS:citation:20382	urn:lsid:marinespecies.org:taxname:20382			
urn:lsid:marinespecies.org:taxname:20391	"Polymorphus LÌ_he, 1911"	urn:lsid:marinespecies.org:taxname:20307	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Polymorphidae	Polymorphus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20391	accepted			WoRMS:citation:20391	urn:lsid:marinespecies.org:taxname:20391			
urn:lsid:marinespecies.org:taxname:20395	"Pomphorhynchidae Yamaguti, 1939"	urn:lsid:marinespecies.org:taxname:20286	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Pomphorhynchidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20395	accepted			WoRMS:citation:20395	urn:lsid:marinespecies.org:taxname:20395			
urn:lsid:marinespecies.org:taxname:20396	"Pomphorhynchus Monticelli, 1905"	urn:lsid:marinespecies.org:taxname:20395	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Pomphorhynchidae	Pomphorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20396	accepted			WoRMS:citation:20396	urn:lsid:marinespecies.org:taxname:20396			
urn:lsid:marinespecies.org:taxname:20399	"Rhadinorhynchus LÌ_he, 1911"	urn:lsid:marinespecies.org:taxname:448594	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Rhadinorhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20399	accepted			WoRMS:citation:20399	urn:lsid:marinespecies.org:taxname:20399			
urn:lsid:marinespecies.org:taxname:20405	"Serrasentinae Petrochenko, 1956"	urn:lsid:marinespecies.org:taxname:20351	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae		subfamily	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20405	accepted			WoRMS:citation:20405	urn:lsid:marinespecies.org:taxname:20405			
urn:lsid:marinespecies.org:taxname:20406	"Serrasentis Van Cleave, 1923"	urn:lsid:marinespecies.org:taxname:20405	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Rhadinorhynchidae	Serrasentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20406	accepted			WoRMS:citation:20406	urn:lsid:marinespecies.org:taxname:20406			
urn:lsid:marinespecies.org:taxname:20408	"Solearhynchus de Buron & Maillard, 1985"	urn:lsid:marinespecies.org:taxname:20295	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Echinorhynchidae	Solearhynchus	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20408	accepted			WoRMS:citation:20408	urn:lsid:marinespecies.org:taxname:20408			
urn:lsid:marinespecies.org:taxname:20410	"Southwellina Witenberg, 1932"	urn:lsid:marinespecies.org:taxname:20307	Animalia	Acanthocephala	Palaeacanthocephala	Polymorphida	Polymorphidae	Southwellina	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20410	accepted			WoRMS:citation:20410	urn:lsid:marinespecies.org:taxname:20410			
urn:lsid:marinespecies.org:taxname:20412	"Telosentis Van Cleave, 1923"	urn:lsid:marinespecies.org:taxname:20360	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Illiosentidae	Telosentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20412	accepted			WoRMS:citation:20412	urn:lsid:marinespecies.org:taxname:20412			
urn:lsid:marinespecies.org:taxname:20415	"Yamagutisentis Golvan, 1969"	urn:lsid:marinespecies.org:taxname:448574	Animalia	Acanthocephala	Palaeacanthocephala	Echinorhynchida	Echinorhynchidae	Yamagutisentis	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20415	accepted			WoRMS:citation:20415	urn:lsid:marinespecies.org:taxname:20415			
urn:lsid:marinespecies.org:taxname:20790	"Porpitidae Goldfuss, 1818"	urn:lsid:marinespecies.org:taxname:16351	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Porpitidae		family	http://www.marinespecies.org/hydrozoa/aphia.php?p=taxdetails&id=20790	accepted			WoRMS:citation:20790	urn:lsid:marinespecies.org:taxname:20790			
urn:lsid:marinespecies.org:taxname:20956	"Dinematomonas P.C.Silva, 1960"	urn:lsid:marinespecies.org:taxname:21621	Protozoa	Euglenozoa	Euglenoidea	Peranemida	Peranemaceae	Dinematomonas	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20956	accepted			WoRMS:citation:20956	urn:lsid:marinespecies.org:taxname:20956			
urn:lsid:marinespecies.org:taxname:20997	Pyrenomonadales G. Novarino & I.A.N. Lucas	urn:lsid:marinespecies.org:taxname:17639	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20997	accepted			WoRMS:citation:20997	urn:lsid:marinespecies.org:taxname:20997			
urn:lsid:marinespecies.org:taxname:20998	"Chroomonadaceae Clay, Kugrens & Lee, 1999"	urn:lsid:marinespecies.org:taxname:20997	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Chroomonadaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20998	accepted			WoRMS:citation:20998	urn:lsid:marinespecies.org:taxname:20998			
urn:lsid:marinespecies.org:taxname:20999	Pyrenomonadaceae G. Novarino & I.A.N. Lucas	urn:lsid:marinespecies.org:taxname:20997	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=20999	accepted			WoRMS:citation:20999	urn:lsid:marinespecies.org:taxname:20999			
urn:lsid:marinespecies.org:taxname:21000	"Euglenales BÌ_tschli, 1884"	urn:lsid:marinespecies.org:taxname:19539	Protozoa	Euglenozoa	Euglenophyceae	Euglenales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21000	synonym			WoRMS:citation:21000	urn:lsid:marinespecies.org:taxname:582177			
urn:lsid:marinespecies.org:taxname:21001	Euglenaceae	urn:lsid:marinespecies.org:taxname:582209	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21001	accepted			WoRMS:citation:21001	urn:lsid:marinespecies.org:taxname:21001			
urn:lsid:marinespecies.org:taxname:21002	Prymnesiophyta	urn:lsid:marinespecies.org:taxname:3	Plantae	Prymnesiophyta					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21002	synonym	synonym		WoRMS:citation:21002	urn:lsid:marinespecies.org:taxname:115057			
urn:lsid:marinespecies.org:taxname:21004	"Halosphaeraceae Haeckel, 1894"	urn:lsid:marinespecies.org:taxname:17666	Plantae	Chlorophyta	Prasinophyceae	Chlorodendrales	Halosphaeraceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21004	accepted			WoRMS:citation:21004	urn:lsid:marinespecies.org:taxname:21004			
urn:lsid:marinespecies.org:taxname:21005	Dinophyta	urn:lsid:marinespecies.org:taxname:5	Protozoa	Dinophyta					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21005	synonym			WoRMS:citation:21005	urn:lsid:marinespecies.org:taxname:19542			
urn:lsid:marinespecies.org:taxname:21203	"Trichydridae Hincks, 1868"	urn:lsid:marinespecies.org:taxname:16352	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Trichydridae		family	http://www.marinespecies.org/hydrozoa/aphia.php?p=taxdetails&id=21203	accepted			WoRMS:citation:21203	urn:lsid:marinespecies.org:taxname:21203			
urn:lsid:marinespecies.org:taxname:21237	"Desmarestiales Setchell & Gardner, 1925"	urn:lsid:marinespecies.org:taxname:830	Chromista	Ochrophyta	Phaeophyceae	Desmarestiales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21237	accepted			WoRMS:citation:21237	urn:lsid:marinespecies.org:taxname:21237			
urn:lsid:marinespecies.org:taxname:21243	Chlorocystidales	urn:lsid:marinespecies.org:taxname:802	Plantae	Chlorophyta	Chlorophyceae	Chlorocystidales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21243	accepted			WoRMS:citation:21243	urn:lsid:marinespecies.org:taxname:21243			
urn:lsid:marinespecies.org:taxname:21263	Rhodophyceae	urn:lsid:marinespecies.org:taxname:852	Plantae	Rhodophyta	Rhodophyceae				class	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21263	synonym	disused		WoRMS:citation:21263	urn:lsid:marinespecies.org:taxname:21263			
urn:lsid:marinespecies.org:taxname:21292	"Goniotrichales Skuja, 1939"	urn:lsid:marinespecies.org:taxname:856	Plantae	Rhodophyta	Bangiophyceae	Goniotrichales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21292	accepted			WoRMS:citation:21292	urn:lsid:marinespecies.org:taxname:21292			
urn:lsid:marinespecies.org:taxname:21305	"Nemaliales Schmitz, 1892"	urn:lsid:marinespecies.org:taxname:368690	Plantae	Rhodophyta	Florideophyceae	Nemaliales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21305	accepted			WoRMS:citation:21305	urn:lsid:marinespecies.org:taxname:21305			
urn:lsid:marinespecies.org:taxname:21539	Xanthophyta	urn:lsid:marinespecies.org:taxname:7	Chromista	Xanthophyta					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21539	synonym			WoRMS:citation:21539	urn:lsid:marinespecies.org:taxname:17793			
urn:lsid:marinespecies.org:taxname:21540	Vahlkampfiidae	urn:lsid:marinespecies.org:taxname:1316	Protozoa	Percolozoa	Heterolobosea	Schizopyrenida	Vahlkampfiidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21540	accepted			WoRMS:citation:21540	urn:lsid:marinespecies.org:taxname:21540			
urn:lsid:marinespecies.org:taxname:21621	Peranemaceae	urn:lsid:marinespecies.org:taxname:582211	Protozoa	Euglenozoa	Euglenoidea	Peranemida	Peranemaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21621	accepted			WoRMS:citation:21621	urn:lsid:marinespecies.org:taxname:21621			
urn:lsid:marinespecies.org:taxname:21627	Vaucheriales (Naegeli) Bohlin	urn:lsid:marinespecies.org:taxname:17793	Chromista	Ochrophyta	Xanthophyceae	Vaucheriales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21627	accepted			WoRMS:citation:21627	urn:lsid:marinespecies.org:taxname:21627			
urn:lsid:marinespecies.org:taxname:21875	Phaeophilales	urn:lsid:marinespecies.org:taxname:802	Plantae	Chlorophyta	Chlorophyceae	Phaeophilales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21875	accepted			WoRMS:citation:21875	urn:lsid:marinespecies.org:taxname:21875			
urn:lsid:marinespecies.org:taxname:21889	Zygomycota	urn:lsid:marinespecies.org:taxname:4	Fungi	Zygomycota					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21889	accepted			WoRMS:citation:21889	urn:lsid:marinespecies.org:taxname:21889			
urn:lsid:marinespecies.org:taxname:21890	Basidiomycota	urn:lsid:marinespecies.org:taxname:4	Fungi	Basidiomycota					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21890	accepted			WoRMS:citation:21890	urn:lsid:marinespecies.org:taxname:21890			
urn:lsid:marinespecies.org:taxname:21891	Ascomycota	urn:lsid:marinespecies.org:taxname:4	Fungi	Ascomycota					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=21891	accepted			WoRMS:citation:21891	urn:lsid:marinespecies.org:taxname:21891			
urn:lsid:marinespecies.org:taxname:22154	Oomycota	urn:lsid:marinespecies.org:taxname:368898	Chromista	Oomycota					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22154	accepted			WoRMS:citation:22154	urn:lsid:marinespecies.org:taxname:22154			
urn:lsid:marinespecies.org:taxname:22155	"Saprolegniales E. Fisch., 1892"	urn:lsid:marinespecies.org:taxname:591222	Chromista	Oomycota	Peronosporea	Saprolegniales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22155	accepted			WoRMS:citation:22155	urn:lsid:marinespecies.org:taxname:22155			
urn:lsid:marinespecies.org:taxname:22156	"Thraustochytriaceae Sparrow, 1960"	urn:lsid:marinespecies.org:taxname:591176	Chromista	Bigyra	Labyrinthulea	Thraustochytriida	Thraustochytriaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22156	accepted			WoRMS:citation:22156	urn:lsid:marinespecies.org:taxname:22156			
urn:lsid:marinespecies.org:taxname:22173	Labyrinthulata	urn:lsid:marinespecies.org:taxname:5	Protozoa	Labyrinthulata					phylum	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22173	synonym			WoRMS:citation:22173	urn:lsid:marinespecies.org:taxname:449151			
urn:lsid:marinespecies.org:taxname:22191	Labyrinthulomycetes	urn:lsid:marinespecies.org:taxname:22173	Protozoa	Labyrinthulata	Labyrinthulomycetes				class	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22191	synonym			WoRMS:citation:22191	urn:lsid:marinespecies.org:taxname:449154			
urn:lsid:marinespecies.org:taxname:22193	Labyrinthulales	urn:lsid:marinespecies.org:taxname:449154	Chromista	Bigyra	Labyrinthulea	Labyrinthulales			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22193	synonym			WoRMS:citation:22193	urn:lsid:marinespecies.org:taxname:591177			
urn:lsid:marinespecies.org:taxname:22195	Labyrinthulaceae	urn:lsid:marinespecies.org:taxname:591177	Chromista	Bigyra	Labyrinthulea	Labyrinthulida	Labyrinthulaceae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22195	accepted			WoRMS:citation:22195	urn:lsid:marinespecies.org:taxname:22195			
urn:lsid:marinespecies.org:taxname:22388	"Thecostraca Gruvel, 1905"	urn:lsid:marinespecies.org:taxname:1070	Animalia	Arthropoda	Maxillopoda				subclass	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22388	accepted			WoRMS:citation:22388	urn:lsid:marinespecies.org:taxname:22388			
urn:lsid:marinespecies.org:taxname:22496	"Nereididae Blainville, 1818"	urn:lsid:marinespecies.org:taxname:928	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae		family	http://www.marinespecies.org/polychaeta/aphia.php?p=taxdetails&id=22496	accepted		"Blainville, H. de. (1818). MÌ©moire sur la classe des SÌ©tipodes, partie des Vers ÌÊ sang rouge de M. Cuvier, et des AnnÌ©lides de M. de Lamarck. Bulletin des Sciences, par la SociÌ©tÌ© Philomatique de Paris. 1818: 78-85."	WoRMS:citation:22496	urn:lsid:marinespecies.org:taxname:22496			
urn:lsid:marinespecies.org:taxname:22528	Foraminiferida	urn:lsid:marinespecies.org:taxname:1410	Chromista	Foraminifera		Foraminiferida			order	http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=22528	synonym			WoRMS:citation:22528	urn:lsid:marinespecies.org:taxname:1410			
urn:lsid:marinespecies.org:taxname:22549	Antipatharia	urn:lsid:marinespecies.org:taxname:1340	Animalia	Cnidaria	Anthozoa	Antipatharia			order	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22549	accepted			WoRMS:citation:22549	urn:lsid:marinespecies.org:taxname:22549			
urn:lsid:marinespecies.org:taxname:22556	"Bodonidae BÌ_tschli, 1887"	urn:lsid:marinespecies.org:taxname:582217	Protozoa	Euglenozoa	Kinetoplastea	Parabodonida	Bodonidae		family	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22556	accepted			WoRMS:citation:22556	urn:lsid:marinespecies.org:taxname:22556			
urn:lsid:marinespecies.org:taxname:22557	"Bodo Ehrenberg, 1832"	urn:lsid:marinespecies.org:taxname:536197	Protozoa	Euglenozoa	Kinetoplastea	Eubodonida	Bodonaceae	Bodo	genus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22557	accepted			WoRMS:citation:22557	urn:lsid:marinespecies.org:taxname:22557			
urn:lsid:marinespecies.org:taxname:22558	Sorberacea	urn:lsid:marinespecies.org:taxname:146420	Animalia	Chordata	Sorberacea				class	http://www.marinespecies.org/aphia.php?p=taxdetails&id=22558	accepted			WoRMS:citation:22558	urn:lsid:marinespecies.org:taxname:22558			
